index ,level ,character ,pinyin
 3.16 ,高等  ,菇        ,gū
 3.15 ,三级  ,泳        ,yǒng
 3.15 ,高等  ,悠        ,yōu
 3.15 ,高等  ,旱        ,hàn
 3.15 ,五级  ,逻        ,luó
 3.15 ,高等  ,淀        ,diàn
 3.15 ,高等  ,逞        ,chěng
 3.14 ,六级  ,谐        ,xié
 3.14 ,高等  ,厦        ,shà
 3.14 ,高等  ,疲        ,pí
 3.14 ,六级  ,蹈        ,dǎo
 3.14 ,高等  ,贮        ,zhù
 3.14 ,高等  ,骏        ,jùn
 3.14 ,高等  ,淋        ,lín
 3.14 ,高等  ,熄        ,xī
 3.14 ,六级  ,歉        ,qiàn
 3.13 ,五级  ,郊        ,jiāo
 3.13 ,高等  ,毯        ,tǎn
 3.13 ,高等  ,禽        ,qín
 3.13 ,五级  ,谊        ,yì
 3.13 ,五级  ,肤        ,fū
 3.13 ,高等  ,颠        ,diān
 3.12 ,高等  ,讹        ,é
 3.12 ,高等  ,旬        ,xún
 3.12 ,高等  ,抡        ,lūn
 3.12 ,高等  ,耿        ,gěng
 3.12 ,高等  ,稽        ,jī
 3.12 ,高等  ,霞        ,xiá
 3.11 ,六级  ,骄        ,jiāo
 3.11 ,高等  ,寝        ,qǐn
 3.11 ,高等  ,玫        ,méi
 3.11 ,三级  ,衬        ,chèn
 3.1  ,高等  ,拢        ,lǒng
 3.1  ,高等  ,碌        ,lù
 3.1  ,高等  ,匙        ,shi
 3.09 ,高等  ,峙        ,zhì
 3.09 ,高等  ,焚        ,fén
 3.08 ,高等  ,淌        ,tǎng
 3.08 ,高等  ,垄        ,lǒng
 3.08 ,高等  ,畴        ,chóu
 3.08 ,高等  ,衅        ,xìn
 3.08 ,四级  ,丈        ,zhàng
 3.08 ,六级  ,巩        ,gǒng
 3.08 ,高等  ,梢        ,shāo
 3.07 ,高等  ,滤        ,lǜ
 3.07 ,四级  ,措        ,cuò
 3.07 ,五级  ,诊        ,zhěn
 3.07 ,高等  ,脖        ,bó
 3.07 ,高等  ,橡        ,xiàng
 3.06 ,高等  ,踊        ,yǒng
 3.06 ,高等  ,沮        ,jǔ
 3.06 ,高等  ,揣        ,chuǎi
 3.06 ,六级  ,愉        ,yú
 3.06 ,高等  ,睹        ,dǔ
 3.06 ,高等  ,揣        ,chuāi
 3.06 ,三级  ,蕉        ,jiāo
 3.06 ,高等  ,祈        ,qí
 3.06 ,高等  ,吏        ,lì
 3.05 ,高等  ,蔼        ,ǎi
 3.05 ,高等  ,顷        ,qǐng
 3.05 ,高等  ,烘        ,hōng
 3.05 ,高等  ,藻        ,zǎo
 3.05 ,高等  ,匿        ,nì
 3.05 ,六级  ,茄        ,qié
 3.05 ,五级  ,厉        ,lì
 3.04 ,高等  ,辐        ,fú
 3.04 ,五级  ,艰        ,jiān
 3.04 ,高等  ,筛        ,shāi
 3.04 ,高等  ,沼        ,zhǎo
 3.04 ,高等  ,竭        ,jié
 3.04 ,高等  ,榨        ,zhà
 3.03 ,五级  ,漠        ,mò
 3.03 ,六级  ,顽        ,wán
 3.03 ,高等  ,腺        ,xiàn
 3.03 ,高等  ,枉        ,wǎng
 3.02 ,高等  ,栓        ,shuān
 3.02 ,高等  ,肇        ,zhào
 3.02 ,高等  ,妄        ,wàng
 3.02 ,高等  ,灿        ,càn
 3.02 ,高等  ,崭        ,zhǎn
 3.02 ,高等  ,饲        ,sì
 3.01 ,高等  ,粽        ,zòng
 3.01 ,高等  ,寓        ,yù
 3.01 ,高等  ,曙        ,shǔ
 3.01 ,高等  ,耽        ,dān
 3.01 ,五级  ,脾        ,pí
 3.01 ,高等  ,衍        ,yǎn
 3.01 ,高等  ,嚷        ,rǎng
 3.0  ,高等  ,赡        ,shàn
 3.0  ,高等  ,寡        ,guǎ
 3.0  ,高等  ,诵        ,sòng
 3.0  ,高等  ,秽        ,huì
 3.0  ,高等  ,萍        ,píng
 3.0  ,高等  ,峻        ,jùn
 3.0  ,高等  ,陨        ,yǔn
 3.0  ,高等  ,哺        ,bǔ
 2.99 ,高等  ,跤        ,jiāo
 2.99 ,高等  ,焰        ,yàn
 2.99 ,高等  ,阐        ,chǎn
 2.99 ,高等  ,迄        ,qì
 2.99 ,高等  ,骇        ,hài
 2.99 ,高等  ,叨        ,dāo
 2.99 ,高等  ,唤        ,huàn
 2.99 ,五级  ,倡        ,chàng
 2.99 ,高等  ,诫        ,jiè
 2.99 ,高等  ,筐        ,kuāng
 2.99 ,高等  ,涡        ,wō
 2.99 ,高等  ,沽        ,gū
 2.99 ,高等  ,舶        ,bó
 2.98 ,三级  ,苹        ,píng
 2.98 ,高等  ,宵        ,xiāo
 2.98 ,五级  ,怜        ,lián
 2.98 ,高等  ,敞        ,chǎng
 2.98 ,高等  ,噪        ,zào
 2.98 ,高等  ,歧        ,qí
 2.97 ,高等  ,灸        ,jiǔ
 2.97 ,高等  ,汰        ,tài
 2.97 ,高等  ,馈        ,kuì
 2.96 ,高等  ,陡        ,dǒu
 2.96 ,高等  ,竿        ,gān
 2.96 ,高等  ,灼        ,zhuó
 2.96 ,高等  ,鞠        ,jū
 2.95 ,高等  ,馨        ,xīn
 2.95 ,高等  ,膳        ,shàn
 2.95 ,高等  ,渗        ,shèn
 2.95 ,高等  ,溯        ,sù
 2.95 ,高等  ,绵        ,mián
 2.95 ,高等  ,壤        ,rǎng
 2.95 ,高等  ,肢        ,zhī
 2.94 ,二级  ,睛        ,jīng
 2.94 ,二级  ,饺        ,jiǎo
 2.94 ,高等  ,烹        ,pēng
 2.94 ,高等  ,刹        ,shā
 2.94 ,高等  ,刹        ,chà
 2.94 ,高等  ,橱        ,chú
 2.94 ,高等  ,衷        ,zhōng
 2.94 ,高等  ,渊        ,yuān
 2.93 ,高等  ,挟        ,xié
 2.93 ,高等  ,募        ,mù
 2.92 ,高等  ,摧        ,cuī
 2.92 ,高等  ,戚        ,qī
 2.92 ,高等  ,悼        ,dào
 2.92 ,高等  ,凰        ,huáng
 2.92 ,高等  ,寂        ,jì
 2.92 ,高等  ,鸦        ,yā
 2.92 ,高等  ,虔        ,qián
 2.92 ,高等  ,纤        ,xiān
 2.91 ,六级  ,愤        ,fèn
 2.91 ,高等  ,媳        ,xí
 2.9  ,高等  ,瞻        ,zhān
 2.9  ,高等  ,瞬        ,shùn
 2.9  ,五级  ,悄        ,qiāo
 2.9  ,高等  ,驭        ,yù
 2.9  ,高等  ,诧        ,chà
 2.9  ,高等  ,枢        ,shū
 2.9  ,高等  ,勉        ,miǎn
 2.9  ,高等  ,垦        ,kěn
 2.9  ,高等  ,炊        ,chuī
 2.89 ,高等  ,溢        ,yì
 2.89 ,高等  ,沛        ,pèi
 2.89 ,高等  ,瘟        ,wēn
 2.89 ,高等  ,苛        ,kē
 2.89 ,高等  ,稚        ,zhì
 2.87 ,高等  ,腥        ,xīng
 2.87 ,高等  ,瞩        ,zhǔ
 2.87 ,高等  ,蕴        ,yùn
 2.87 ,高等  ,芦        ,lú
 2.86 ,高等  ,燥        ,zào
 2.86 ,高等  ,谤        ,bàng
 2.86 ,高等  ,奠        ,diàn
 2.86 ,高等  ,绽        ,zhàn
 2.86 ,三级  ,啡        ,fēi
 2.85 ,高等  ,僚        ,liáo
 2.85 ,五级  ,柿        ,shì
 2.85 ,高等  ,捍        ,hàn
 2.85 ,高等  ,沸        ,fèi
 2.85 ,高等  ,陌        ,mò
 2.85 ,高等  ,绰        ,chuò
 2.84 ,高等  ,颓        ,tuí
 2.84 ,高等  ,躬        ,gōng
 2.84 ,高等  ,冗        ,rǒng
 2.84 ,高等  ,泻        ,xiè
 2.84 ,高等  ,驯        ,xùn
 2.83 ,高等  ,赁        ,lìn
 2.83 ,高等  ,焕        ,huàn
 2.82 ,高等  ,倦        ,juàn
 2.82 ,高等  ,瑰        ,guī
 2.82 ,六级  ,傍        ,bàng
 2.82 ,高等  ,窒        ,zhì
 2.81 ,六级  ,憾        ,hàn
 2.81 ,高等  ,缉        ,jī
 2.81 ,高等  ,怖        ,bù
 2.81 ,高等  ,恳        ,kěn
 2.81 ,高等  ,糙        ,cāo
 2.81 ,高等  ,槐        ,huái
 2.81 ,高等  ,帜        ,zhì
 2.81 ,高等  ,凳        ,dèng
 2.8  ,高等  ,窍        ,qiào
 2.8  ,高等  ,晤        ,wù
 2.8  ,高等  ,狡        ,jiǎo
 2.8  ,高等  ,酣        ,hān
 2.8  ,高等  ,谬        ,miù
 2.79 ,六级  ,薯        ,shǔ
 2.79 ,高等  ,弛        ,chí
 2.79 ,高等  ,唠        ,láo
 2.79 ,六级  ,氛        ,fēn
 2.79 ,高等  ,恼        ,nǎo
 2.79 ,高等  ,嫉        ,jí
 2.79 ,高等  ,疫        ,yì
 2.79 ,高等  ,胧        ,lóng
 2.78 ,高等  ,擎        ,qíng
 2.78 ,五级  ,璃        ,lí
 2.78 ,高等  ,稠        ,chóu
 2.78 ,高等  ,隘        ,ài
 2.78 ,高等  ,俭        ,jiǎn
 2.78 ,高等  ,缆        ,lǎn
 2.77 ,高等  ,蔽        ,bì
 2.77 ,高等  ,怠        ,dài
 2.76 ,高等  ,漾        ,yàng
 2.76 ,高等  ,耸        ,sǒng
 2.76 ,高等  ,篷        ,péng
 2.76 ,高等  ,嗦        ,suō
 2.76 ,高等  ,粹        ,cuì
 2.76 ,高等  ,韧        ,rèn
 2.75 ,高等  ,奢        ,shē
 2.75 ,高等  ,髓        ,suǐ
 2.74 ,高等  ,啸        ,xiào
 2.74 ,高等  ,躁        ,zào
 2.73 ,高等  ,宙        ,zhòu
 2.73 ,高等  ,昧        ,mèi
 2.73 ,高等  ,愧        ,kuì
 2.72 ,高等  ,涯        ,yá
 2.72 ,高等  ,尬        ,gà
 2.71 ,高等  ,俯        ,fǔ
 2.71 ,高等  ,楷        ,kǎi
 2.71 ,高等  ,嬉        ,xī
 2.71 ,高等  ,筝        ,zhēng
 2.7  ,高等  ,赂        ,lù
 2.7  ,高等  ,膀        ,bǎng
 2.7  ,高等  ,椰        ,yē
 2.69 ,高等  ,绅        ,shēn
 2.69 ,高等  ,嘱        ,zhǔ
 2.69 ,高等  ,婉        ,wǎn
 2.69 ,高等  ,缤        ,bīn
 2.69 ,高等  ,懈        ,xiè
 2.69 ,六级  ,牺        ,xī
 2.69 ,高等  ,谍        ,dié
 2.69 ,高等  ,讶        ,yà
 2.68 ,高等  ,抒        ,shū
 2.68 ,高等  ,凄        ,qī
 2.68 ,高等  ,闺        ,guī
 2.67 ,高等  ,吭        ,kēng
 2.67 ,高等  ,莹        ,yíng
 2.67 ,高等  ,莽        ,mǎng
 2.67 ,高等  ,倔        ,juè
 2.67 ,高等  ,酵        ,jiào
 2.67 ,高等  ,倔        ,jué
 2.66 ,高等  ,秉        ,bǐng
 2.66 ,高等  ,辙        ,zhé
 2.66 ,高等  ,躯        ,qū
 2.66 ,高等  ,怯        ,qiè
 2.66 ,高等  ,廓        ,kuò
 2.65 ,高等  ,姻        ,yīn
 2.65 ,高等  ,惰        ,duò
 2.65 ,高等  ,烁        ,shuò
 2.65 ,高等  ,剖        ,pōu
 2.65 ,高等  ,洽        ,qià
 2.65 ,高等  ,僻        ,pì
 2.64 ,高等  ,磊        ,lěi
 2.64 ,高等  ,瀑        ,pù
 2.64 ,高等  ,遏        ,è
 2.64 ,高等  ,贿        ,huì
 2.64 ,高等  ,酝        ,yùn
 2.64 ,高等  ,绸        ,chóu
 2.64 ,高等  ,恍        ,huǎng
 2.64 ,高等  ,槛        ,kǎn
 2.63 ,高等  ,隧        ,suì
 2.63 ,高等  ,嘲        ,cháo
 2.63 ,高等  ,炬        ,jù
 2.63 ,五级  ,萄        ,táo
 2.62 ,高等  ,旷        ,kuàng
 2.62 ,高等  ,煽        ,shān
 2.61 ,高等  ,缔        ,dì
 2.6  ,高等  ,拄        ,zhǔ
 2.6  ,高等  ,乓        ,pāng
 2.6  ,高等  ,岔        ,chà
 2.6  ,高等  ,拙        ,zhuō
 2.6  ,高等  ,辜        ,gū
 2.59 ,高等  ,倘        ,tǎng
 2.59 ,高等  ,崛        ,jué
 2.58 ,高等  ,搀        ,chān
 2.58 ,高等  ,狈        ,bèi
 2.58 ,高等  ,朽        ,xiǔ
 2.57 ,高等  ,烛        ,zhú
 2.56 ,高等  ,菩        ,pú
 2.55 ,高等  ,敛        ,liǎn
 2.55 ,高等  ,妨        ,fáng
 2.55 ,高等  ,墅        ,shù
 2.55 ,高等  ,婿        ,xù
 2.55 ,高等  ,舅        ,jiù
 2.55 ,高等  ,惕        ,tì
 2.55 ,高等  ,祷        ,dǎo
 2.55 ,高等  ,盹        ,dǔn
 2.54 ,高等  ,魄        ,pò
 2.54 ,高等  ,剔        ,tī
 2.53 ,高等  ,昼        ,zhòu
 2.53 ,高等  ,稼        ,jià
 2.53 ,高等  ,茫        ,máng
 2.52 ,高等  ,涤        ,dí
 2.52 ,高等  ,绎        ,yì
 2.52 ,高等  ,淆        ,xiáo
 2.52 ,高等  ,潦        ,liáo
 2.51 ,高等  ,慑        ,shè
 2.51 ,高等  ,孵        ,fū
 2.51 ,高等  ,袱        ,fú
 2.51 ,高等  ,蔑        ,miè
 2.51 ,高等  ,巅        ,diān
 2.51 ,高等  ,酌        ,zhuó
 2.51 ,高等  ,豁        ,huō
 2.51 ,高等  ,豁        ,huò
 2.5  ,高等  ,撼        ,hàn
 2.5  ,高等  ,兢        ,jīng
 2.5  ,五级  ,蔬        ,shū
 2.49 ,高等  ,侃        ,kǎn
 2.49 ,高等  ,睬        ,cǎi
 2.48 ,高等  ,侈        ,chǐ
 2.48 ,高等  ,沏        ,qī
 2.47 ,高等  ,慨        ,kǎi
 2.47 ,高等  ,秧        ,yāng
 2.47 ,四级  ,圾        ,jī
 2.47 ,高等  ,丐        ,gài
 2.46 ,高等  ,浏        ,liú
 2.46 ,高等  ,乒        ,pīng
 2.45 ,高等  ,萎        ,wěi
 2.45 ,高等  ,臊        ,sào
 2.45 ,高等  ,妒        ,dù
 2.44 ,高等  ,阂        ,hé
 2.44 ,高等  ,陋        ,lòu
 2.44 ,高等  ,孪        ,luán
 2.43 ,高等  ,徊        ,huái
 2.41 ,高等  ,姥        ,lǎo
 2.41 ,高等  ,絮        ,xù
 2.4  ,高等  ,喧        ,xuān
 2.4  ,高等  ,肪        ,fáng
 2.4  ,高等  ,痪        ,huàn
 2.39 ,高等  ,泌        ,mì
 2.38 ,高等  ,卉        ,huì
 2.38 ,高等  ,惦        ,diàn
 2.38 ,高等  ,唾        ,tuò
 2.38 ,高等  ,髦        ,máo
 2.38 ,高等  ,赃        ,zāng
 2.37 ,高等  ,溉        ,gài
 2.37 ,高等  ,挎        ,kuà
 2.37 ,高等  ,畸        ,jī
 2.36 ,高等  ,鄙        ,bǐ
 2.36 ,高等  ,猩        ,xīng
 2.36 ,高等  ,嗓        ,sǎng
 2.35 ,高等  ,弈        ,yì
 2.33 ,四级  ,暑        ,shǔ
 2.33 ,高等  ,挚        ,zhì
 2.32 ,高等  ,羡        ,xiàn
 2.32 ,高等  ,寥        ,liáo
 2.31 ,高等  ,膊        ,bó
 2.31 ,高等  ,渺        ,miǎo
 2.31 ,高等  ,尴        ,gān
 2.3  ,高等  ,伺        ,cì
 2.3  ,高等  ,伺        ,sì
 2.3  ,高等  ,痹        ,bì
 2.3  ,高等  ,滔        ,tāo
 2.3  ,高等  ,涝        ,lào
 2.28 ,高等  ,嗽        ,sòu
 2.26 ,四级  ,垃        ,lā
 2.26 ,高等  ,琢        ,zhuó
 2.25 ,高等  ,阱        ,jǐng
 2.25 ,高等  ,吩        ,fēn
 2.24 ,高等  ,馁        ,něi
 2.2  ,高等  ,惫        ,bèi
 2.19 ,高等  ,譬        ,pì
 2.18 ,高等  ,氓        ,máng
 2.17 ,高等  ,侮        ,wǔ
 2.16 ,高等  ,晰        ,xī
 2.15 ,二级  ,筷        ,kuài
 2.14 ,高等  ,窘        ,jiǒng
 2.13 ,高等  ,拯        ,zhěng
 2.13 ,高等  ,诽        ,fěi
 2.12 ,高等  ,猖        ,chāng
 2.11 ,高等  ,磋        ,cuō
 2.1  ,高等  ,惭        ,cán
 2.1  ,高等  ,讥        ,jī
 2.1  ,高等  ,慷        ,kāng
 2.08 ,高等  ,涕        ,tì
 2.07 ,高等  ,匆        ,cōng
 2.07 ,高等  ,歹        ,dǎi
 2.06 ,高等  ,殃        ,yāng
 2.04 ,高等  ,攘        ,rǎng
 2.03 ,高等  ,汛        ,xùn
 2.02 ,高等  ,媲        ,pì
 2.0  ,高等  ,抨        ,pēng
 1.97 ,高等  ,囱        ,cōng
 1.97 ,六级  ,馒        ,mán
 1.96 ,高等  ,嫦        ,cháng
 1.94 ,高等  ,咙        ,lóng
 1.92 ,高等  ,猾        ,huá
 1.92 ,高等  ,咐        ,fù
 1.92 ,高等  ,婪        ,lán
 1.91 ,高等  ,竣        ,jùn
 1.89 ,高等  ,荧        ,yíng
 1.88 ,高等  ,寞        ,mò
 1.87 ,高等  ,蘑        ,mó
 1.87 ,高等  ,惋        ,wǎn
 1.85 ,高等  ,潇        ,xiāo
 1.79 ,高等  ,紊        ,wěn
 1.78 ,高等  ,屉        ,tì
 1.78 ,高等  ,胳        ,gē
 1.77 ,高等  ,徘        ,pái
 1.73 ,高等  ,酗        ,xù
 1.63 ,高等  ,窿        ,lóng
 1.55 ,高等  ,屹        ,yì
 1.5  ,高等  ,朦        ,méng
 1.14 ,高等  ,汹        ,xiōng
